titles,author,number_of_reviews,number_of_ratings,average_rating,number_of_pages,first_published,series,genres,url,cover_url,length,rating_range
"Never Work Again: Work Less, Earn More and Live Your Freedom",Erlend Bakke,21,259,7.1,302,2013,False,"['Business', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/18866804-never-work-again,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384900826l/18866804.jpg,medium,good
"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life",Avinash K. Dixit,130,3816,7.7,416,1991,False,"['Business', 'Economics', 'Nonfiction']",https://www.goodreads.com/book/show/103592.Thinking_Strategically,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347324446l/103592.jpg,long,good
Principles of Marketing,Philip Kotler,149,2766,8.2,651,1980,False,"['Business', 'Nonfiction', 'Business > Management']",https://www.goodreads.com/book/show/74280.Principles_of_Marketing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208445l/74280.jpg,long,very good
The Contrarian's Guide to Leadership,Steven B. Sample,65,1039,8.0,224,2001,False,"['Leadership', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/49031.The_Contrarian_s_Guide_to_Leadership,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924515l/49031.jpg,medium,very good
The Ten-Day MBA : A Step-By-Step Guide To Mastering The Skills Taught In America's Top Business Schools,Steven Silbiger,112,3259,7.3,420,1993,False,"['Business', 'Nonfiction', 'Business > Management']",https://www.goodreads.com/book/show/141850.The_Ten_Day_MBA_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348966501l/141850.jpg,long,good
Orbiting the Giant Hairball: A Corporate Fool's Guide to Surviving with Grace,Gordon MacKenzie,426,4839,7.9,224,1996,False,"['Business', 'Nonfiction', 'Leadership']",https://www.goodreads.com/book/show/100469.Orbiting_the_Giant_Hairball,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349076377l/100469.jpg,medium,good
Social Media for the Executive,Brian E. Boyd Sr.,3,35,8.9,128,2013,False,"['Business', 'Social Science > Social Media', 'Self Help']",https://www.goodreads.com/book/show/18288212-social-media-for-the-executive,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376158383l/18288212.jpg,short,very good
"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",Jim Loehr,657,15067,7.9,222,2003,False,"['Business', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/68985.The_Power_of_Full_Engagement,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431760957l/68985._SY475_.jpg,medium,good
EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,Dave Ramsey,561,12870,8.3,306,2011,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/11306337-entreleadership,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327904526l/11306337.jpg,medium,very good
How To Get Away With E-Commerce Fraud,Edoardo Fiorentini,2,13,8.9,138,2017,False,['Business'],https://www.goodreads.com/book/show/36105665-how-to-get-away-with-e-commerce-fraud,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503427225l/36105665._SY475_.jpg,short,very good
Brand Identity Breakthrough: How to Craft Your Company's Unique Story to Make Your Products Irresistible,Gregory V. Diehl,31,269,7.8,258,2016,False,"['Business', 'Nonfiction', 'Business > Entrepreneurship']",https://www.goodreads.com/book/show/29356722-brand-identity-breakthrough,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462186119l/29356722._SX318_.jpg,medium,good
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,3261,70644,8.5,304,2014,False,"['Business', 'Nonfiction', 'Business > Entrepreneurship']",https://www.goodreads.com/book/show/18176747-the-hard-thing-about-hard-things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386609333l/18176747.jpg,medium,very good
The Blindspots Between Us: How to Overcome Unconscious Cognitive Bias and Build Better Relationships,Gleb Tsipursky,61,170,8.0,216,2020,False,"['Psychology', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/51043806-the-blindspots-between-us,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579959317l/51043806._SX318_SY475_.jpg,medium,very good
How I Raised Myself From Failure to Success in Selling,Frank Bettger,361,15697,8.5,192,1947,False,"['Business', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/109515.How_I_Raised_Myself_From_Failure_to_Success_in_Selling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348184877l/109515.jpg,short,very good
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,3371,98596,8.0,384,1995,False,"['Psychology', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/26329.Emotional_Intelligence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185411l/26329.jpg,medium,very good
Good in a Room: How to Sell Yourself (and Your Ideas) and Win Over Any Audience,Stephanie Palmer,73,488,7.6,271,2008,False,"['Business', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/2607485-good-in-a-room,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320500479l/2607485.jpg,medium,good
Who Moved My Cheese?,Spencer Johnson,13679,408455,7.7,96,1998,True,"['Nonfiction', 'Self Help', 'Business']",https://www.goodreads.com/book/show/4894.Who_Moved_My_Cheese_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388639717l/4894.jpg,short,good
The Business School For People Who Like Helping People,Robert T. Kiyosaki,209,5159,8.4,136,2001,True,"['Business', 'Nonfiction', 'Economics > Finance']",https://www.goodreads.com/book/show/343203.The_Business_School_For_People_Who_Like_Helping_People,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352916606l/343203.jpg,short,very good
The Facebook Effect: The Inside Story of the Company That is Connecting the World,David Kirkpatrick,586,11973,7.7,384,2010,False,"['Business', 'Nonfiction', 'Science > Technology']",https://www.goodreads.com/book/show/7518289-the-facebook-effect,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442657421l/7518289._SY475_.jpg,medium,good
You Can Negotiate Anything: The World's Best Negotiator Tells You How To Get What You Want,Herb Cohen,172,1803,7.7,256,1980,False,"['Business', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/2232479.You_Can_Negotiate_Anything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347474692l/2232479.jpg,medium,good
The Predators' Ball: The Inside Story of Drexel Burnham and the Rise of the Junk Bond Raiders,Connie Bruck,73,3559,8.2,400,1988,False,"['Business', 'Economics > Finance', 'Nonfiction']",https://www.goodreads.com/book/show/100788.The_Predators_Ball,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382356059l/100788.jpg,long,very good
The N Factor: How Efficient Networking Can Change the Dynamics of Your Business,Adrie Reinders,0,12,7.7,144,2007,False,['Business'],https://www.goodreads.com/book/show/1674504.The_N_Factor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347233732l/1674504.jpg,short,good
Unbarred Innovation: A Pathway to Greatest Discoveries,Mayur Ramgir,2,11,8.5,232,2016,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/29397329-unbarred-innovation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469409827l/29397329.jpg,medium,very good
"Understanding China: Learning from China's Past, Present, and Future",Stefan Piech,10,32,8.3,240,2020,False,"['Cultural > China', 'Politics', 'History']",https://www.goodreads.com/book/show/55692678-understanding-china,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602881433l/55692678._SY475_.jpg,medium,very good
University of Berkshire Hathaway: 30 Years of Lessons Learned from Warren Buffett & Charlie Munger at the Annual Shareholders Meeting,Daniel Pecaut,236,1872,8.3,338,2017,False,"['Business', 'Economics > Finance', 'Economics']",https://www.goodreads.com/book/show/34673040-university-of-berkshire-hathaway,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490332851l/34673040._SY475_.jpg,medium,very good
The Merchant of Stories: A Creative Entrepreneur's Journey,Dipa Sanatani,32,47,9.5,162,2020,False,"['Spirituality', 'Business > Entrepreneurship', 'Leadership']",https://www.goodreads.com/book/show/54817095-the-merchant-of-stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1596563588l/54817095._SY475_.jpg,short,very good
Your Leadership Edge,Ravinder Tulsiani,10,79,8.1,150,2014,False,"['Business', 'Leadership', 'Business > Management']",https://www.goodreads.com/book/show/22594750-your-leadership-edge,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419377749l/22594750.jpg,short,very good
Resilience: Adapt and Plan for the New Abnormal of the Covid-19 Coronavirus Pandemic,Gleb Tsipursky,52,74,9.1,96,2020,False,"['Psychology', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/53280099-resilience,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588575448l/53280099.jpg,short,very good
"Can You Stiff Your Divorce Lawyer? Tales of How Cunning Clients Can Get Free Legal Work, as Told by an Experienced Divorce Attorney",Portia Porter,24,50,9.1,422,2016,False,['Law'],https://www.goodreads.com/book/show/33311022-can-you-stiff-your-divorce-lawyer-tales-of-how-cunning-clients-can-get,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481485078l/33311022._SY475_.jpg,long,very good
Book Title Generator: A Proven System in Naming Your Book,Scott Lorenz,58,106,8.6,94,2020,False,"['Language > Writing', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/53564327-book-title-generator,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590672477l/53564327._SY475_.jpg,short,very good
Poke the Box,Seth Godin,823,13875,7.5,85,2011,False,"['Business', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/10368067-poke-the-box,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347742814l/10368067.jpg,short,good
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,13514,245054,7.9,217,2013,False,"['Nonfiction', 'Business', 'Feminism']",https://www.goodreads.com/book/show/16071764-lean-in,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630483761l/16071764._SY475_.jpg,medium,good
A Leader's Gift: How to Earn the Right to Be Followed,Barry Banther,9,63,8.3,192,2014,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/18667632-a-leader-s-gift,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382320555l/18667632.jpg,short,very good
The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,1406,47075,8.2,960,2008,False,"['Biography', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/2054761.The_Snowball,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320458276l/2054761.jpg,very long,very good
Den of Thieves,James B. Stewart,294,12640,8.2,592,1991,False,"['Business', 'Economics > Finance', 'Nonfiction']",https://www.goodreads.com/book/show/1972.Den_of_Thieves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441985458l/1972._SY475_.jpg,long,very good
The Four Steps to the Epiphany: Successful Strategies for Startups That Win,Steve Blank,214,15927,7.8,281,2003,False,"['Business', 'Business > Entrepreneurship', 'Nonfiction']",https://www.goodreads.com/book/show/762542.The_Four_Steps_to_the_Epiphany,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347394098l/762542.jpg,medium,good
Doing the Right Thing and Achieving All Your Goals at the Same Time,Marianne Powers,1,8,8.0,89,2005,False,['Business'],https://www.goodreads.com/book/show/1626643.Doing_the_Right_Thing_and_Achieving_All_Your_Goals_at_the_Same_Time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1186061844l/1626643._SY475_.jpg,short,very good
Mintzberg on Management: Inside Our Strange World of Organizations,Henry Mintzberg,8,105,8.1,418,1989,False,"['Business', 'Business > Management', 'Nonfiction']",https://www.goodreads.com/book/show/39699.Mintzberg_on_Management,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387703101l/39699.jpg,long,very good
Strategy Safari: A Guided Tour Through The Wilds of Strategic Management,Henry Mintzberg,60,1165,8.0,416,1998,False,"['Business', 'Business > Management', 'Nonfiction']",https://www.goodreads.com/book/show/134254.Strategy_Safari,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347368342l/134254.jpg,long,very good
The Cheating of America: How Tax Avoidance and Evasion by the Super Rich Are Costing the Country Billions--and What You Can Do About It,Charles Lewis,1,13,8.3,336,2001,False,"['Economics', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/442027.The_Cheating_of_America,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174804311l/442027.jpg,medium,very good
The Secrets of Successful Communication: A Simple Guide to Effective Encounters in Business,Kevin Thomas McCarney,11,63,7.7,186,2011,False,"['Business', 'Self Help']",https://www.goodreads.com/book/show/11294243-the-secrets-of-successful-communication,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318095811l/11294243.jpg,short,good
Lead to Succeed and You Won't Manage to Fail,Corey W. Grant,5,105,7.9,146,2011,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/12628435-lead-to-succeed-and-you-won-t-manage-to-fail,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348423063l/12628435.jpg,short,good
The Nature of Economies,Jane Jacobs,40,429,7.6,208,2000,False,"['Economics', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/85400.The_Nature_of_Economies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320502726l/85400.jpg,medium,good
Eat Move Sleep: How Small Choices Lead to Big Changes,Tom Rath,867,7286,7.1,246,2013,False,"['Nonfiction', 'Health', 'Self Help']",https://www.goodreads.com/book/show/17465697-eat-move-sleep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420938815l/17465697.jpg,medium,good
The Go-Giver: A Little Story About a Powerful Business Idea,Bob Burg,1755,18733,8.6,133,2007,False,"['Business', 'Nonfiction', 'Self Help > Personal Development']",https://www.goodreads.com/book/show/1873060.The_Go_Giver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355085736l/1873060.jpg,short,very good
How to Sell Your Business for the Price You Want...,Mark Blayney,0,16,9.6,258,2007,False,['Business'],https://www.goodreads.com/book/show/13124442-how-to-sell-your-business-for-the-price-you-want,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347777931l/13124442.jpg,medium,very good
"Taking Charge with Value Investing: How to Choose the Best Investments According to Price, Performance, & Valuation to Build a Winning Portfolio",Brian Nichols,8,64,7.8,240,2013,False,"['Economics > Finance', 'Business', 'Currency > Money']",https://www.goodreads.com/book/show/16189512-taking-charge-with-value-investing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356108641l/16189512.jpg,medium,good
Startup,Glenn Ogura,49,191,7.1,486,2013,False,"['Fiction', 'Thriller', 'Business']",https://www.goodreads.com/book/show/17993963-startup,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370221109l/17993963.jpg,long,good
